,ID,카테고리,소분류,제목,주소,전화번호,경도,위도,애완동물동반가능정보,주차시설,쉬는날,영업시간,이용요금,화장실설명,외국어안내서비스,사고보험가입여부,판매품목,편의시설,대표메뉴,포장가능여부,입실시간,퇴실시간,부대시설,키워드리스트,이미지주소1,이미지주소2
175,649,음식,음식문화거리,강화별밤거리,인천광역시 강화군 강화읍 관청리 일대,,126.485102,37.7492764,,,점포마다다름,,,,,,,,,,,,,"강화/129,별밤/118,거리/107,강화도/47,국수/41,강화읍/31,맛집/30,키친/28,브런치/25,김밥/24,주문/23,축제/21,닭갈비/21,시간/20,송화/20,추가/20,강화군/19,이웃/18,기타/17,여행/17,복사/17,본문/17,기능/17,비빔국수/16,삼계탕/16,동문/16,음식/15,잡채/15,사진/14,마늘/14,안길/14,메뉴/13,반찬/12,샌드위치/12,문화/12,전통/12,인천/12,크루/12,먹기/11,가게/11,용흥궁/11,주꾸미/11,저녁/11,내부/11,저희/11,주차/10,인천광역시/10,잔치국수/10,하나/10,핫도그/10,음식문화거리/1,강화별밤거리/1,강화군 /1,강화읍 /1",http://post.phinf.naver.net/MjAxODEwMjlfNjYg/MDAxNTQwNzkwODMyMTc0.EwOx65nPV9wsVkX-Au0n2Al__LkCCrt6fU5pmEx1Tq8g.en6ukspjZb7JWOx7lKfc2ofvLzfjgO8jN9f10xpCAyog.JPEG/IMhsXpgprNFNlGfvCVXuuoGdPTOk.jpg,http://post.phinf.naver.net/MjAxODA2MjBfOTAg/MDAxNTI5NDk2Nzk4NjY1.Uwtcca2hoF0FesbY6Yvzt19yX3JezKGX7N5QZp-NHbMg.qLQkQoA-7fSt0Rhj-V1A5SdnkeN15W4hMGOTU7I6VrYg.JPEG/IkIFEuqMrPMtz_rKE8l27ZqGCLZM.jpg
176,661,음식,한식,삼화정,인천 남동구 남동대로922번길 14,032-424-8898,126.70902,37.4646051,,,연중무휴,"00:00~24:00
/평일 브레이크 타임 14:00~16:00",,"남녀구분, 업소내부 위치","메뉴판 내 영문, 일어, 중국어 표기",,,,"해장국, 꽃등심",가능,,,,"삼화/166,해장국/132,육개장/98,인천/83,맛집/82,고기/59,간석동/48,한우/42,가게/38,소고기/34,해장/32,오거리/26,가격/26,생선/26,등심/25,메뉴/25,방문/25,백년/24,위치/23,남동구/23,번길/21,시간/21,이웃/21,국물/21,기타/20,김치/20,추가/20,함안/20,복사/19,남동대로/19,본문/19,기능/19,구이/18,주문/18,오늘/18,우거지/18,주차/17,깍두기/17,식사/17,아주/16,식당/16,인천광역시/16,정말/16,정은/16,정도/16,생각/16,진짜/15,하나/15,영업/14,골목/12,음식/1,삼화정/1,한식/1,남동구 /1",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8675c869-2fce-40dc-bca5-3cbc7c1a8ae6,"https://mp-seoul-image-production-s3.mangoplate.com/1214190_1596684513262106.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
177,665,음식,한식,소담한정식,인천 계양구 경명대로1373번길 8,032-552-2323,126.759341,37.5413192,,있음(100대)/무료,명절 당일 휴무,"11:00~21:00
/평일 브레이크 타임 16:00~17:00",,"남녀구분, 업소내부 위치",,,,,한정식,가능(일부 품목 한정 가능),,,,"한정식/200,소담/174,정식/64,맛집/55,반찬/52,보리밥/46,식사/46,계양구/45,메뉴/43,용인/39,구이/37,모임/35,주문/34,음식/33,방문/32,식당/31,가족/30,추가/30,인천/29,저희/29,보쌈/23,번길/23,우리/23,커피/22,더덕/21,위치/21,이웃/21,기타/20,장소/20,복사/20,정말/20,본문/20,하나/20,기능/20,자리/19,황태/19,근처/19,시간/19,계양/19,한식/18,경명대로/18,느낌/18,입구/17,가격/17,가지/17,생각/17,셀프/17,가게/16,양념/16,바로/16,소담한정식/1,계양구 /1",https://ldb-phinf.pstatic.net/20220126_12/1643178930966eErrO_JPEG/F3759C22-0526-442D-AF56-35C4E98A81BC.jpeg,https://ldb-phinf.pstatic.net/20230202_28/167530648793669A8L_JPEG/1675306476849.jpg
178,668,음식,한식,잔디가든,인천 옹진군 백령면 사곶로 89,032-836-6091,124.721223,37.9551182,,있음(25대)/무료,연중무휴(비정기적인 휴무일 있음),"시즌기간:   7:00~20:00(브레이크타임 15:00~16:30)<br>
비시즌기간: 10:00~14:30<br>
시즌기간 3월~10월<br>
비시즌기간은 동절기",,"남녀구분, 업소내부 위치",,,,,"냉면, 칼국수, 만두",가능,,,,"잔디/158,가든/136,카페/90,강아지/58,애견/55,정원/46,야외/43,커피/41,사진/38,주차장/35,티파니/30,운동장/30,펜션/29,이용/27,시간/27,때문/26,주문/25,실내/25,오늘/25,추가/25,동반/24,위치/24,사용/24,음료/23,광장/23,아이/23,건축/22,정말/22,테이블/22,우리/22,초기/21,이웃/21,기능/21,기타/20,친구/20,입구/19,관리/19,복사/19,작업/19,본문/19,정도/19,여기/19,준비/19,생태/18,생각/18,공구/17,자재/17,천연/17,건물/17,사람/17,백령면 /1,음식/1,잔디가든/1,한식/1,옹진군 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzEwMjdfMzEg%2FMDAxNTA5MDc5NDMxNzQx.uYf3zLHD5nCnWZ33J2yGHm_tLIqzukbJBW0jWjY8fLcg._MnNHqa7ct8v3cfU_bnu9j3YptzoPBAd_K0V--J2630g.JPEG.suklee811010%2FIMG_0872.JPG=sc960_832,http://shop1.phinf.naver.net/20200410_46/1586521574984DBfnj_JPEG/23884963506447656_1633997098.jpg
179,671,음식,한식,목포 무안 회집 군산,인천 남동구 포구로 15,032-446-3850,126.73891,37.4004013,,있음(10대)/무료,연중무휴,"09:30~21:30
/브레이크 타임 없음",,"남녀구분, 업소내부 위치","메뉴판 내 영문 표기, 영어 회화 가능 직원 있음",,,,"매운탕, 회",가능,,,,"공원/2754,마을/1877,축제/1861,단풍/1672,문화/1256,가을/1009,도서관/907,대회/892,체험/825,공연/712,식당/646,전시회/640,코스모스/639,시장/571,여행/562,음악회/525,박물관/523,생태/515,페스티벌/495,카페/491,행사/490,자전거/475,후기/450,마당/444,콘서트/427,거리/380,걷기/372,야경/370,센터/361,시민/359,예술/358,둘레길/330,은행나무/324,캠핑장/323,국화/318,전통/307,전국/283,정기/277,저수지/277,장터/276,대구/275,시립/268,목포/267,어린이/265,청소년/262,벽화/259,연주회/252,코스/250,미술관/248,강릉/245,음식/1,목포 무안 회집 군산/1,한식/1,남동구 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA4MjlfMTkx%2FMDAxNjMwMjIzMTkwMTE5.3KtrH1mMVq_IYP8ngF8iiKD5xgAHYuEalE5AQfU1wOEg.Zf5L4aM4E2ZgpVpd678-6zSh9boSFd2VjUwi9nv6ry8g.JPEG.rrrr343455%2F20210828%25A3%25DF171530.jpg=sc960_832,http://imgnews.naver.net/image/421/2015/08/12/1498085_article_99_20150812163527.jpg
180,674,음식,음식문화거리,구월동로데오음식문화거리,인천광역시 남동구 인하로,,126.710357,37.4427589,,,점포마다 다름,,,,,,,,,,,,,"인천/153,구월동/148,맛집/86,로데오거리/82,거리/68,음식/56,구월/56,로데오/54,주문/45,문화/42,김밥/40,남동구/39,메뉴/38,갈비찜/38,위치/35,인천광역시/33,건물/33,시간/32,방문/32,추가/32,초밥/30,이용/28,족발/27,삼겹살/25,이웃/24,하나/23,배달/22,골목/22,생각/22,송림동/21,단계/21,기타/20,젊은이/20,복사/20,마제/20,본문/20,기능/20,데이트/19,오늘/19,저희/19,예술/18,호텔/18,친구/18,우동/18,사람/18,카레/17,추천/17,가게/17,일대/17,내부/17,음식문화거리/1,남동구 /1,구월동로데오음식문화거리/1",http://imgnews.naver.net/image/5364/2019/06/03/0000308581_001_20190603141639772.jpg,http://imgnews.naver.net/image/5038/2019/06/04/0000501763_001_20190604112012723.jpg
181,681,음식,음식문화거리,북성동자장면거리,인천광역시 중구 차이나타운로,,126.619195,37.4766554,,,점포마다 다름,,,,,,,,,,,,,"차이나타운/178,인천/151,자장면/99,공화춘/85,거리/80,코스/77,짜장면/66,북성동/56,해랑/45,짜장/43,중국/40,라면/34,원조/33,사람/33,시간/29,맛집/29,중구/28,생각/24,소스/23,여행/23,바로/22,음식/20,계단/20,위치/20,인천광역시/19,짬뽕/19,메뉴/18,정도/18,요리/17,동화/17,연경/17,건물/17,다복/16,자장/16,중국집/16,마을/16,공원/16,중식/16,박물관/15,삼국지/15,분위기/15,추가/15,사진/14,입구/14,벽화/14,카페/14,패루/14,식사/14,중화/14,보고/14,중구 /1,음식문화거리/1,북성동자장면거리/1",http://tong.visitkorea.or.kr/cms/resource/83/728483_image2_1.jpg,http://imgnews.naver.net/image/5165/2013/10/17/713271_642933_2242_59_20131017222550.jpg
182,688,음식,음식문화거리,외포리꽃게마을,인천광역시 강화군 내가면 중앙로,,126.444084,37.705857,,,점포마다 다름,,,,,,,,,,,,,"꽃게/252,외포리/127,강화도/104,꽃게탕/82,맛집/66,마을/64,간장게장/58,강화/57,강화군/49,내가면/36,밴댕이/35,나룻/32,인천광역시/31,식당/25,중앙/25,김치/22,요리/21,방문/20,양념/19,반찬/18,게장/18,거리/18,추가/18,기타/16,후포항/16,음식/16,시간/16,메뉴/16,복사/16,이웃/16,본문/16,기능/16,우리/16,국물/16,단호박/15,순무/14,먹기/14,여행/14,주문/14,전문점/14,정식/14,추천/13,모습/13,제철/13,펜션/13,판매/13,바다/12,위치/12,저녁/12,하나/12,음식문화거리/1,내가면 /1,강화군 /1,외포리꽃게마을/1",http://post.phinf.naver.net/MjAyMjEwMTNfMjUy/MDAxNjY1NjI3NzY4OTQw.6uAD4U210Pyeo1sAOOQxlaIDU6YZGkihsBTgTiXzYaUg.MJu-Tv9klDJEyE-e3rxecMZba7uCB4hsIkru8-jcglgg.JPEG/IpJevz2OlQW2IUeXTGOxrV9ikCEs.jpg,https://ldb-phinf.pstatic.net/20151230_96/1451476769742AUKbw_JPEG/c7d75a56-7346-4cc9-ad41-c788fb465e77.jpeg
183,692,음식,음식문화거리,인하대후문먹거리타운,인천 미추홀구 경인남길30번길 45-1,,126.657046,37.4519838,,,점포마다 다름,,,,,,,,,,,,,"인하대/174,곱창/105,후문/97,맛집/66,메뉴/43,정인/40,먹거리/39,인천/38,족발/37,타운/31,막창/30,가격/28,정말/28,고기/28,미추홀/27,주문/26,인하/23,볶음밥/22,가성/22,번길/22,원룸/21,사진/20,횟집/20,국물/20,소스/19,쫄면/19,도시바/19,위치/19,용현동/18,테이블/18,이웃/18,추가/18,기타/17,추천/17,계란빵/17,복사/17,본문/17,셀프/17,기능/17,인천광역시/16,세트/15,아주/15,쌀국수/15,정도/15,슈퍼/15,인분/14,오늘/14,진짜/13,시간/13,가지/13,음식/1,음식문화거리/1,미추홀구 /1,인하대후문먹거리타운/1",http://tong.visitkorea.or.kr/cms/resource/00/1577400_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1577401_image2_1.jpg
184,697,음식,음식문화거리,루원음식문화거리,인천광역시 서구 봉오재3로 94번길,,126.67036,37.526627,,,점포마다 다름,,,,,,,,,,,,,"거리/130,문화/128,음식/126,루원시티/81,상점가/72,골목/71,서구/66,인천/54,맛집/32,상가/30,행사/26,축제/25,그림/25,장집/24,공연/22,대회/22,이웃/22,추가/21,가정동/21,루원/21,기타/20,아이/20,복사/20,본문/20,기능/20,시안/20,족발/19,로고/18,부동산/18,고기/18,지정/18,풍선/17,제품/17,라이트/16,서동/16,그리기/16,진행/16,상권/16,추천/15,상인/15,설치/14,숯불/13,시간/13,오늘/13,가정/12,공동/12,모습/12,센터/12,위치/11,가지/11,음식문화거리/1,서구 /1,루원음식문화거리/1",https://www.seo.incheon.kr/images/bbs/report/2021/middle/5seogumunhwajaedan_ruwoneumsikmunhwageori_sanginhoewa_hyeopryeok_(1).jpg,https://www.seo.incheon.kr/images/bbs/report/2021/middle/4seogu_ruwoneumsikmunhwageori_jakeun_chukjero_golmoksanggwon_hwalseonghwa_norinda__(3).jpg
185,706,음식,한식,등촌샤브칼국수 서구점,인천 서구 탁옥로 69,032-565-3334,126.677374,37.5439965,,있음(약 14대)/무료,연중무휴,"10:00~22:00 라스트 오더 21:00<br>
브레이크 타임 없음",,"남녀구분, 업소외부 위치(2층)",영어 회화 가능 직원 있음,,,,버섯 매운탕 칼국수,가능,,,,"칼국수/397,샤브/265,등촌/232,볶음밥/149,맛집/144,구점/132,평리동/95,국물/91,대구/80,미나리/74,고기/64,샤브샤브/60,소고기/56,버섯/55,서구청/54,서구/53,시간/48,주차/48,메뉴/47,세트/43,추가/41,주문/36,육수/35,야채/35,진짜/34,바로/32,김치/28,점심/28,테이블/27,우리/25,국채보상로/24,감자/23,방문/23,조금/22,먹기/22,가게/22,직원/22,밥집/22,생각/22,추천/21,이웃/21,식사/21,때문/21,기타/20,냄비/20,인천/20,복사/20,본문/20,기능/20,대구광역시/19,음식/1,한식/1,등촌샤브칼국수 서구점/1,서구 /1",https://ldb-phinf.pstatic.net/20211108_22/16363546768116XdPb_JPEG/sOLrKG81Kg7QtMclb482gYvv.jpeg.jpg,https://ldb-phinf.pstatic.net/20220217_98/16450829804353lLEX_JPEG/C33A0341-6B73-4D62-AF17-037E7F7E23B7.jpeg
186,710,음식,한식,북촌순두부,인천 부평구 부평문화로 51-1,032-525-6600,126.721964,37.4942043,,,연중무휴,"00:00~24:00<br>
브레이크 타임 없음",,"남녀공용, 업소내부 위치","메뉴판 내 영문 표기, 중국어 회화 가능 직원 있음",,,,순두부,가능,,,,"순두부/401,북촌/183,메뉴/106,맛집/101,쭈꾸미/80,순두부찌개/62,해물/54,시간/46,주문/43,돌솥밥/43,옥정동/42,반찬/40,보쌈/39,옥정/38,방문/36,정말/35,솥밥/31,정점/30,계란/30,밥집/29,테이블/27,정식/27,식사/27,별내동/26,주차/25,매장/25,영업/25,식당/24,치즈/24,위치/23,누룽지/23,추가/23,이웃/21,진짜/20,기타/20,복사/20,본문/20,정도/20,기능/20,별내/20,국물/20,재생/19,생각/19,볶음/18,추천/18,평점/18,두부/17,밑반찬/17,바로/17,경기도/16,음식/1,한식/1,북촌순두부/1,부평구 /1",https://image.musinsa.com/mfile_s01/2022/08/20/615f58a4072d525b89081fc1b6b6382a165747.jpg,http://post.phinf.naver.net/20160924_283/14747038481029gmBp_JPEG/Ii7pFOezbP2EaMiH6vm8YEzS887c.jpg
187,712,음식,한식,서울감자탕,인천 부평구 갈월서로 4,032-505-5000,126.722961,37.5077963,,,연중무휴,"11:00~21:00<br>
브레이크 타임 15:00~17:00",,"남녀구분, 업소외부 위치",,,,,"뼈해장국, 감자탕",가능,,,,"감자탕/313,서울/134,맛집/95,해장국/89,국물/52,고기/51,분당/47,시간/45,우거지/36,추가/35,볶음밥/33,정도/30,사리/29,주문/29,메뉴/28,주차/27,매장/26,하나/26,바로/25,영업/24,김치/22,진짜/20,역시/20,방문/20,테이블/20,이웃/20,기타/19,가게/19,포장/19,복사/19,본문/19,기능/19,우리/19,정자동/18,깍두기/18,지점/18,생각/18,서현/18,아주/17,분당구/17,정말/16,성남시/16,느낌/16,라면/16,사람/16,정자/15,경기도/15,수제비/15,연산동/15,오늘/15,음식/1,서울감자탕/1,한식/1,부평구 /1",http://post.phinf.naver.net/MjAxNzExMjlfNzMg/MDAxNTExOTM0NDQzMTQ5.a7SlE362gpMtf28i38vf-DeOHt_htv7pJV9oJbcyGrsg.-eFjQypkZ6b_hFGU3LA2BaTmEFEjpgp8_hf5apx1S9Ig.JPEG/I_Y0lA6_Jt7MWlc93HE4XyruwFFo.jpg,http://post.phinf.naver.net/20150317_11/matbogi_1426581846502ryqzH_JPEG/mug_obj_201503171744063101.jpg
188,717,음식,한식,우리네코다리,인천 연수구 하모니로36번길 17,032-834-9098,126.649904,37.392377,,있음(약 10대)/무료,연중무휴,"10:40~21:00<br>
브레이크 타임 없음",,"남녀구분, 업소외부 위치",메뉴판 내 영문 표기,,,,코다리정식,가능 (일부 메뉴만 포장 가능),,,,"코다리/254,우리네/127,맛집/90,반찬/51,정식/47,메뉴/45,대치/41,구이/35,조림/26,추가/26,방문/25,대치동/25,하나/25,시간/24,향남/23,주문/22,음식/21,이웃/21,기타/20,일산/20,주차/20,복사/20,위치/20,본문/20,기능/20,사진/17,정말/17,바로/17,오늘/17,집밥/17,식사/17,한정식/17,강남구/16,아주/16,미역국/16,양념/16,정도/16,된장찌개/15,리뷰/15,식당/14,갈치/14,남부/14,순환로/14,누룽지/14,영업/14,감자/13,족발/13,금호/12,두부/12,가격/12,우리네코다리/1,한식/1,연수구 /1","https://mp-seoul-image-production-s3.mangoplate.com/37607_1588682481906154.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/584807_1611994612150783.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
189,718,음식,한식,원조먹거리식당,인천 중구 연안부두로 16,032-882-4656,126.603583,37.4565683,,있음(연안주차장)/유료,연중무휴,"09:00~21:00 라스트 오더 20:00<br>
브레이크 타임 없음",,"남녀구분, 업소외부 위치(1층 해양센터)",,,,,"벤뎅이무침, 대구탕, 병어조림, 물메기탕",가능,,,,"남해/85,먹거리/75,식당/73,맛집/70,여행/55,통영/48,미조항/41,부안/39,원조/37,순대/35,음식/33,대포항/32,메뉴/30,휴게소/29,칼국수/29,코스/27,조림/27,고기/24,추가/24,갈비/23,밴댕이/23,정말/22,가평/22,전골/22,주문/21,생각/21,마을/21,안부/20,대표/20,시장/20,사진/19,횟집/19,추천/19,시간/19,인천/19,갈치/19,김치/18,여기/18,주차장/18,바지락/17,정도/17,중동/17,기타/16,주차/16,복사/16,이웃/16,본문/16,바로/16,기능/16,때문/16,중구 /1,한식/1,원조먹거리식당/1",https://ldb-phinf.pstatic.net/20201103_224/1604398369892ufmjV_JPEG/B9WhrwRKpAmIUUsOUNytQAwx.jpg,http://shop1.phinf.naver.net/20201113_265/1605252760502KyXYi_JPEG/12717470629946692_375495689.jpg
190,722,음식,한식,조가네소한마리 주안본점,인천 미추홀구 주안로 107,032-421-7743,126.681725,37.4642775,,있음(약 30대)/무료 (B1층),연중무휴,"00:00~24:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",,,,,소한마리,가능,,,,"마리/102,고기/67,조가/58,주안/46,소고기/35,맛집/31,주안역/28,차돌박이/17,인천/17,오늘/16,추가/16,진짜/15,된장찌개/15,셀프/15,김치/14,한식/14,주문/14,그냥/14,먹기/13,가격/13,친구/12,등심/12,아이스크림/12,방문/12,이웃/12,기타/11,복사/11,위치/11,본문/11,하나/11,기능/11,본점/10,서비스/10,식당/10,바로/10,사람/10,조금/9,주안로/9,두부/9,정도/9,생각/9,계속/9,갈비살/9,상추/9,반찬/8,가게/8,점심/8,뷔페/8,가족/8,때문/8,음식/1,미추홀구 /1,조가네소한마리 주안본점/1",http://shop1.phinf.naver.net/20220806_119/1659763614893moUC0_JPEG/60899460614180985_479955559.jpg,http://imgnews.naver.net/image/5361/2014/11/24/l_2014112401001511000095961_99_20141124230705.jpg
191,727,음식,한식,춘향골남원추어탕,인천 연수구 대암로22번길 11,032-834-8336,126.652566,37.417672,,있음(약 8대)/무료,연중무휴,"11:00~23:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",,,,,추어탕,가능,,,,"추어탕/396,남원/166,향골/156,맛집/120,추어/57,튀김/50,북구청/45,주문/37,만두/33,미꾸라지/33,메뉴/33,국물/30,음식/27,정도/27,추가/27,포장/25,보양식/25,정말/25,생각/25,바로/25,사람/25,반찬/24,추천/24,겉절이/24,과천/24,느낌/23,본점/22,기본/22,부추/21,송파구/21,기능/21,기타/20,시간/20,주차/20,복사/20,이웃/20,본문/20,여기/20,식사/20,보신/20,하나/18,깍두기/17,위치/17,조금/16,진짜/16,오금/16,아이/15,커피/15,테이블/15,오늘/15,한식/1,연수구 /1,춘향골남원추어탕/1","https://mp-seoul-image-production-s3.mangoplate.com/516342/2254735_1683785498347_16413?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",http://shop1.phinf.naver.net/20180404_166/lnl_corporation_1522807260365the5I_JPEG/46114439996321766_1990553137.jpg
192,734,음식,중식,샹차이,인천 연수구 아트센터대로 107 커낼워크D3 가을동 2층,032-831-1477,126.638616,37.4009479,,있음(B1~2층)/무료,설·추석 당일,"11:30~21:00 라스트 오더 (월~토)20:30 (일)20:20<br>
브레이크 타임 없음",,"남녀구분, 업소외부 위치(1~2층)","메뉴판 내 영문 표기 / 영어, 일어, 중국어 회화 가능 직원 있음",,,,"찹쌀탕수육, 칠리새우, 유산슬",가능,,,,"샹차이/156,고수/151,탕수육/45,요리/44,맛집/44,송도/42,중식/42,짬뽕/41,음식/38,가격/33,주문/32,식사/31,코스/30,고수풀/30,소스/26,메뉴/26,청라/26,짜장면/25,중국/25,새우/23,방법/22,추가/22,기타/19,복사/19,이웃/19,본문/19,기능/19,재배/18,식당/18,시간/18,잡채/18,느낌/18,배달/17,사용/17,사람/17,먹기/16,시세/16,진짜/15,메뉴판/15,수확/15,인천/15,오늘/15,정말/14,냉면/14,효능/14,청학동/13,위치/13,정도/13,하나/13,중국집/13,가을동 /1,연수구 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzAyMTZfMjg0%2FMDAxNjc2NDc5MzQ2MTM1.EhgFC9AFAKDtILg73bkVM-HmkJL5uaPJZ1GEOMotIc4g.UnKQ3X53owXSqxs-SqVpm4SGRHv-OTm4_Ly04xeK6V4g.JPEG.likeatoz%2F%25BC%25A7%25C2%25F7%25C0%25CC_1.jpg=sc960_832,http://imgnews.naver.net/image/5090/2011/08/30/20110830000120_0.jpg
193,736,음식,식품위생우수업소,모래내시장 식품위생우수업소,인천시 남동구 호구포로 800번길 28,,126.720848,37.453613,,"있음,유료","설,추석 당일",10:00~22:00 (매장마다 다를수 있음),,"남녀구분 , 시장내 공용화장실",,,,,,,,,,"위생/121,식품/109,시장/93,음식점/89,융자/88,식품위생/83,우수/68,시설/67,개선/66,사업/64,지원/58,평가/57,관리/52,전통/50,자금/49,선정/47,신청/39,인천/37,등급제/36,영업/35,계획/33,업소/33,대상/32,지역/28,진흥/28,기금/28,이상/27,대출/26,등급/26,금리/26,지정/26,추진/24,홍보/24,위해/24,기타/22,설치/22,기준/22,내용/22,추가/22,운영/21,여부/20,추어탕/20,접객/20,소의/20,경제/19,음식/18,확인/18,모범/18,최대/17,개소/17,모래내시장 식품위생우수업소/1,남동구 /1,식품위생우수업소/1",http://imgnews.naver.net/image/5613/2022/07/14/0000084983_001_20220714103804194.png,http://www.thesegye.com/news/data/20221109/p1065571268775881_295_thum.png
310,511,음식,한식,전라도 삼합,인천 연수구 대암로 46,032-832-2239,126.654366,37.4179662,,있음(무료),매주 일요일 휴무,"10:00~22:00
브레이크 타임 15:00~17:00",,"있음 (남녀구분, 업소외부 위치)","메뉴판 내 영문, 일어, 중국어 표기",,,,"삼합, 홍어탕",불가,,,,"맛집/118,전라도/114,홍어/109,장흥/92,한우/61,식당/49,시장/39,메뉴/38,키조개/37,음식/36,추가/33,김치/32,홍어삼합/31,여행/29,정남진/27,표고버섯/25,진짜/24,합집/22,광주/22,고기/22,위치/21,아주/20,기타/19,복사/19,이웃/19,본문/19,기능/19,막걸리/19,정말/18,저희/18,주차/17,시간/16,주문/15,소고기/15,술상/15,관자/14,마곡/14,묵은지/14,안주/14,첨단/14,기본/14,먹기/13,남도/13,엄마/13,전라남도/13,우리/13,종로/13,사람/13,점심/12,주차장/12,전라도 삼합/1,한식/1,연수구 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAxMzBfNDQg%2FMDAxNjQzNTUxNzU2MDky.z3H0lnqv7gfwiHFnP7oSIBKDPUPJ-WRLl9XGCETu1uMg.W_v_FW1AMj-XnqaYErtelffBTOoPOxWW7h-d0TTwmE4g.JPEG.kingsliver%2FIMG_7350.jpg=sc960_832,https://ldb-phinf.pstatic.net/20201226_63/16089790230711iu7s_JPEG/ahK53RDEQCrcu15gbPUl8hbd.jpg
312,513,음식,한식,가정옥,인천 서구 가정로352번길 3,032-583-6783,126.673338,37.516281,,있음/전용 주차장 2대 (공영 주차장 이용 시  주차권 제공),연중무휴,"10:00~22:00
브레이크 타임 없음",,"남녀공용, 업소내부 위치",,,,,"꼬리찜, 삼계탕",가능,,,,"가정/92,삼계탕/49,옹심이/37,마포/28,맛집/27,감자/24,쭈꾸미/21,식당/19,염소/17,메뉴/17,반찬/15,인천/15,밥집/15,국물/15,오늘/14,미리/13,추가/13,김치/12,직화/12,기타/11,음식/11,주문/11,시간/11,복사/11,점심/11,이웃/11,본문/11,기능/11,쭈삼/11,꼬리곰탕/10,보양식/10,운동/10,가정동/10,조금/9,백반/9,아주/9,방문/9,충정로/9,하나/9,생각/9,예약/9,저희/9,서울특별시/8,강원도/8,사진/7,마포구/7,신현동/7,서구/7,위치/7,느낌/7,한식/1,가정옥/1,서구 /1",https://mp-seoul-image-production-s3.mangoplate.com/162230/3reei8tepv3wsq.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/466099/1420764_1630115579303_19917?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
313,514,음식,한식,전주돌솥밥,인천 계양구 오조산로45번길 11-1,032-556-1600,126.737141,37.5346546,,있음(무료),연중무휴,"06:00~21:00 라스트 오더 20:30
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",영어 회화 가능 직원 있음,,,,"해물누룽지탕, 찹쌀탕수육",가능,,,,"돌솥밥/219,전주/124,맛집/106,누룽지/83,전복/54,반찬/50,혁신도시/44,해물/38,식당/33,도월/31,주문/30,석갈비/30,정말/29,시간/28,메뉴/27,솥밥/27,간장/26,방문/26,음식/25,계산동/25,전복장/25,돌솥/24,인천/23,정도/23,생각/23,반야/22,진짜/21,이웃/21,기본/21,추가/21,식사/21,한정식/21,기타/20,주차/20,복사/20,본문/20,기능/20,정식/20,위치/19,추천/18,계양구/17,손님/17,가족/17,게장/16,가게/16,구이/16,나물/16,테이블/16,양념/16,느낌/16,한식/1,계양구 /1,전주돌솥밥/1",http://tong.visitkorea.or.kr/cms/resource/31/2507731_image2_1.jpg,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=adabf5ac-d443-42d6-9745-1fea5764f6a5
